trip_id,timestamp,hour,day_of_week,is_weekend,vehicle_id,vehicle_type,vehicle_lat,vehicle_lon,origin_lat,origin_lon,dest_lat,dest_lon,pickup_distance,pickup_eta,trip_distance,trip_duration,surge_multiplier,fare,user_preference,lat_bin,lon_bin,grid_id
TRIP_008408,2024-04-02 01:45:00,1,1,False,VEH_2558,Sedan,12.987348,77.72325,12.949584,77.732992,12.99849,77.659451,4.32,7.02,9.63,17.41,1.03,264.29,cheap,1294,7773,1294_7773
TRIP_008409,2024-02-19 12:13:00,12,0,False,VEH_1203,Mini,13.113243,77.576716,13.06295,77.508773,12.904776,77.510912,9.23,24.48,17.56,42.86,1.02,317.31,cheap,1306,7750,1306_7750
TRIP_008410,2024-04-30 20:59:00,20,1,False,VEH_1980,Sedan,12.974354,77.616744,12.866635,77.644367,13.087646,77.522868,12.32,41.56,27.83,123.65,1.88,1371.01,cheap,1286,7764,1286_7764
TRIP_008411,2024-06-11 09:36:00,9,1,False,VEH_0808,Auto,13.084222,77.619695,13.141842,77.511598,12.977631,77.621972,13.32,66.31,21.78,86.06,1.28,472.28,cheap,1314,7751,1314_7751
TRIP_008412,2024-05-31 06:36:00,6,4,False,VEH_0552,Auto,12.864597,77.534407,12.925535,77.712724,12.964801,77.494386,20.45,36.41,24.02,47.5,1.18,453.48,cheap,1292,7771,1292_7771
TRIP_008413,2024-01-06 12:47:00,12,5,True,VEH_1706,Auto,12.881778,77.46614,12.970922,77.683626,13.002636,77.469676,25.53,51.98,23.41,56.73,1.18,463.91,balanced,1297,7768,1297_7768
TRIP_008414,2024-01-24 08:23:00,8,2,False,VEH_2414,Auto,12.852141,77.745279,13.077575,77.473308,13.041954,77.734337,38.63,159.23,28.5,117.7,1.96,1001.52,fast,1307,7747,1307_7747
TRIP_008415,2024-01-23 23:14:00,23,1,False,VEH_0382,SUV,12.995699,77.582613,12.887614,77.660114,13.121174,77.748967,14.64,28.95,27.65,45.16,1.14,928.9,cheap,1288,7766,1288_7766
TRIP_008416,2024-03-02 21:31:00,21,5,True,VEH_1559,Auto,13.034866,77.747048,12.869329,77.717491,12.968001,77.515749,18.65,35.28,24.42,45.4,1.47,563.96,fast,1286,7771,1286_7771
TRIP_008417,2024-05-21 06:50:00,6,1,False,VEH_1952,Sedan,13.049666,77.743407,13.149541,77.623058,13.006296,77.595441,17.1,25.42,16.18,33.87,1.12,452.36,cheap,1314,7762,1314_7762
TRIP_008418,2024-06-14 21:29:00,21,4,False,VEH_1392,Auto,12.866244,77.689781,12.874212,77.525016,13.009365,77.738419,17.85,36.89,27.54,71.62,1.14,497.97,fast,1287,7752,1287_7752
TRIP_008419,2024-01-23 05:17:00,5,1,False,VEH_0256,Mini,13.015675,77.477963,13.061798,77.551004,13.000811,77.563158,9.41,15.43,6.9,11.96,1.03,148.32,fast,1306,7755,1306_7755
TRIP_008420,2024-03-30 08:53:00,8,5,True,VEH_2193,Sedan,12.944663,77.74837,13.111146,77.649473,12.915751,77.674304,21.35,74.9,21.85,62.08,1.7,921.11,fast,1311,7764,1311_7764
TRIP_008421,2024-02-09 20:23:00,20,4,False,VEH_0063,Auto,12.924942,77.72698,13.118231,77.504676,12.943589,77.49929,32.23,110.45,19.39,77.33,1.99,656.58,cheap,1311,7750,1311_7750
TRIP_008422,2024-03-21 19:00:00,19,3,False,VEH_1348,SUV,12.880084,77.602503,12.86289,77.593847,12.884871,77.628798,2.13,8.51,4.5,17.93,1.41,366.77,fast,1286,7759,1286_7759
TRIP_008423,2024-02-07 16:54:00,16,2,False,VEH_2996,Sedan,13.115321,77.692243,12.866036,77.514029,13.121006,77.692382,33.72,94.44,34.26,93.75,1.01,782.76,balanced,1286,7751,1286_7751
TRIP_008424,2024-01-03 15:22:00,15,2,False,VEH_2429,Sedan,13.11403,77.692302,13.038997,77.480108,12.967749,77.612599,24.4,69.4,16.37,33.23,1.19,492.24,cheap,1303,7748,1303_7748
TRIP_008425,2024-03-12 07:39:00,7,1,False,VEH_1710,Auto,13.142105,77.676723,13.038556,77.696197,12.913404,77.490256,11.69,50.98,26.25,97.26,1.86,841.13,fast,1303,7769,1303_7769
TRIP_008426,2024-03-24 16:05:00,16,6,True,VEH_0430,Mini,12.888685,77.66265,13.087965,77.589713,13.021388,77.600252,23.49,44.81,7.48,16.55,1.13,182.75,fast,1308,7758,1308_7758
TRIP_008427,2024-06-29 19:49:00,19,5,True,VEH_0698,Sedan,12.973718,77.702763,12.895478,77.549067,13.106382,77.476991,18.76,75.3,24.68,72.44,1.98,1256.14,fast,1289,7754,1289_7754
TRIP_008428,2024-05-23 17:28:00,17,3,False,VEH_1829,Mini,12.950032,77.540848,13.091571,77.622915,13.007607,77.737388,18.05,84.4,15.49,70.32,1.62,485.74,cheap,1309,7762,1309_7762
TRIP_008429,2024-06-24 03:05:00,3,0,False,VEH_1813,SUV,12.927201,77.684219,12.953329,77.60439,12.93206,77.563852,9.11,13.3,4.98,9.18,1.14,288.92,fast,1295,7760,1295_7760
TRIP_008430,2024-05-22 23:26:00,23,2,False,VEH_1174,Auto,13.064997,77.558988,13.069918,77.581359,13.06594,77.580292,2.48,3.72,0.5,3.0,1.13,43.83,fast,1306,7758,1306_7758
TRIP_008431,2024-01-06 20:20:00,20,5,True,VEH_2685,Mini,13.004474,77.648069,13.130991,77.7392,12.920192,77.631211,17.16,71.15,26.15,99.58,1.56,687.6,balanced,1313,7773,1313_7773
TRIP_008432,2024-03-01 13:35:00,13,4,False,VEH_1232,Mini,13.148989,77.697107,13.0756,77.634816,12.941796,77.726939,10.57,26.39,17.88,39.68,1.17,353.02,balanced,1307,7763,1307_7763
TRIP_008433,2024-06-12 06:19:00,6,2,False,VEH_0501,Mini,12.958645,77.73484,12.971686,77.711227,12.880802,77.491626,2.94,5.65,25.81,54.39,1.04,390.53,cheap,1297,7771,1297_7771
TRIP_008434,2024-06-14 00:49:00,0,4,False,VEH_1658,Auto,13.128132,77.634287,13.109945,77.727701,13.036046,77.724861,10.3,17.75,8.21,12.04,1.07,152.96,cheap,1310,7772,1310_7772
TRIP_008435,2024-02-03 21:26:00,21,5,True,VEH_2466,Mini,12.881454,77.712832,13.105565,77.481484,13.11771,77.473717,35.29,65.62,1.59,3.54,1.18,86.28,balanced,1310,7748,1310_7748
TRIP_008436,2024-02-23 09:20:00,9,4,False,VEH_2617,Mini,12.905064,77.638935,13.086055,77.595262,13.109063,77.661508,20.64,95.77,7.6,33.6,1.75,304.53,cheap,1308,7759,1308_7759
TRIP_008437,2024-04-12 22:22:00,22,4,False,VEH_1219,Mini,12.984644,77.745036,12.920831,77.514794,12.922755,77.454428,25.89,40.61,6.53,9.97,1.03,143.31,fast,1292,7751,1292_7751
TRIP_008438,2024-06-21 02:19:00,2,4,False,VEH_1534,Sedan,13.021146,77.620719,12.979315,77.743984,12.91773,77.518851,14.12,21.47,25.29,51.38,1.08,669.03,fast,1297,7774,1297_7774
TRIP_008439,2024-05-13 11:20:00,11,0,False,VEH_1975,Auto,13.091106,77.53659,13.04658,77.518279,13.079194,77.693952,5.32,11.66,19.34,43.97,1.15,360.08,fast,1304,7751,1304_7751
TRIP_008440,2024-03-06 10:51:00,10,2,False,VEH_2034,SUV,12.998745,77.558375,13.101767,77.503015,13.113212,77.692615,12.91,55.18,20.54,82.77,1.37,1015.64,cheap,1310,7750,1310_7750
TRIP_008441,2024-06-18 15:36:00,15,1,False,VEH_2857,Sedan,13.060048,77.744037,12.947379,77.588536,13.14646,77.636764,20.96,60.93,22.71,58.71,1.14,585.66,balanced,1294,7758,1294_7758
TRIP_008442,2024-05-10 05:40:00,5,4,False,VEH_1729,SUV,12.884297,77.628823,13.086034,77.741603,12.853646,77.728845,25.5,49.8,25.83,43.33,1.14,890.76,fast,1308,7774,1308_7774
TRIP_008443,2024-06-26 11:29:00,11,2,False,VEH_1496,Mini,13.082805,77.521636,12.971724,77.460621,13.075584,77.605789,13.98,28.29,19.48,43.77,1.1,332.99,balanced,1297,7746,1297_7746
TRIP_008444,2024-04-14 10:04:00,10,6,True,VEH_0681,Auto,13.058688,77.661131,12.961965,77.721414,12.956886,77.602473,12.56,37.89,12.88,45.69,1.66,400.19,cheap,1296,7772,1296_7772
TRIP_008445,2024-06-06 14:52:00,14,3,False,VEH_0408,SUV,13.05434,77.714614,13.116322,77.683486,12.882015,77.686433,7.66,18.78,26.01,53.54,1.08,849.83,fast,1311,7768,1311_7768
TRIP_008446,2024-03-28 08:51:00,8,3,False,VEH_1781,Mini,12.995476,77.689812,13.051025,77.502693,12.99045,77.716952,21.16,78.1,24.12,115.85,1.42,703.91,balanced,1305,7750,1305_7750
TRIP_008447,2024-02-22 17:30:00,17,3,False,VEH_2098,Auto,12.974294,77.525379,13.10931,77.597319,13.049805,77.476452,16.89,70.64,14.64,49.36,1.48,385.93,cheap,1310,7759,1310_7759
TRIP_008448,2024-02-07 18:48:00,18,2,False,VEH_1167,Mini,12.885612,77.599212,13.036822,77.489411,13.035382,77.628054,20.56,77.71,14.99,64.88,1.48,428.33,cheap,1303,7748,1303_7748
TRIP_008449,2024-03-11 15:06:00,15,0,False,VEH_2755,Sedan,12.869049,77.722664,13.027728,77.746565,12.851389,77.535873,17.8,43.56,30.04,71.5,1.06,712.66,fast,1302,7774,1302_7774
TRIP_008450,2024-01-11 00:01:00,0,3,False,VEH_1395,Auto,12.987159,77.48611,12.975225,77.676273,13.058452,77.578248,20.61,37.71,14.06,29.81,1.15,262.03,cheap,1297,7767,1297_7767
TRIP_008451,2024-01-29 23:45:00,23,0,False,VEH_2311,Auto,13.116274,77.637308,12.979036,77.500199,12.897453,77.707183,21.25,31.68,24.15,49.47,1.09,401.26,balanced,1297,7750,1297_7750
TRIP_008452,2024-04-29 16:25:00,16,0,False,VEH_1373,Mini,13.054478,77.718957,13.054043,77.637691,12.952548,77.690118,8.79,25.3,12.61,27.3,1.18,267.77,fast,1305,7763,1305_7763
TRIP_008453,2024-04-11 17:18:00,17,3,False,VEH_0118,SUV,12.861477,77.628971,13.034515,77.586272,13.116936,77.692245,19.76,83.33,14.66,67.56,1.46,843.26,cheap,1303,7758,1303_7758
TRIP_008454,2024-04-25 22:43:00,22,3,False,VEH_2024,Mini,13.001473,77.470501,12.959241,77.657107,13.06016,77.520145,20.72,29.86,18.57,28.07,1.09,315.39,fast,1295,7765,1295_7765
TRIP_008455,2024-04-17 21:51:00,21,2,False,VEH_0915,Mini,13.104702,77.668165,12.901005,77.695452,13.130957,77.549138,22.8,63.76,30.04,67.96,1.19,571.47,cheap,1290,7769,1290_7769
TRIP_008456,2024-01-12 16:47:00,16,4,False,VEH_0753,Auto,13.140618,77.537434,12.981128,77.620142,12.941244,77.59597,19.83,42.38,5.14,11.41,1.09,115.31,balanced,1298,7762,1298_7762
TRIP_008457,2024-02-13 11:55:00,11,1,False,VEH_1499,SUV,13.033912,77.54678,12.880974,77.615722,13.120886,77.656164,18.54,41.12,26.99,55.08,1.09,882.6,cheap,1288,7761,1288_7761
TRIP_008458,2024-05-30 02:52:00,2,3,False,VEH_0704,Mini,13.09185,77.722932,13.142672,77.548813,13.109393,77.715094,19.65,33.17,18.35,28.31,1.06,318.25,fast,1314,7754,1314_7754
TRIP_008459,2024-04-27 07:30:00,7,5,True,VEH_1211,SUV,13.003277,77.68905,12.927017,77.497963,12.9848,77.471482,22.33,88.29,7.02,21.15,1.28,429.0,cheap,1292,7749,1292_7749
TRIP_008460,2024-01-29 01:00:00,1,0,False,VEH_1438,SUV,13.109272,77.590158,12.991804,77.484089,12.91567,77.74018,17.36,35.91,28.96,56.49,1.2,1075.95,fast,1299,7748,1299_7748
TRIP_008461,2024-04-27 15:04:00,15,5,True,VEH_1259,SUV,13.089031,77.70484,12.871871,77.730922,12.917488,77.648247,24.27,41.68,10.28,22.75,1.11,404.67,balanced,1287,7773,1287_7773
TRIP_008462,2024-04-08 20:53:00,20,0,False,VEH_1085,SUV,13.121958,77.651561,12.962708,77.524382,12.89563,77.573126,22.39,110.96,9.12,42.54,1.5,595.74,balanced,1296,7752,1296_7752
TRIP_008463,2024-05-27 12:21:00,12,0,False,VEH_2494,SUV,12.999576,77.58928,12.87404,77.719899,13.107716,77.634603,19.84,55.6,27.53,80.19,1.13,987.73,balanced,1287,7771,1287_7771
TRIP_008464,2024-01-28 12:35:00,12,6,True,VEH_2869,Auto,12.921476,77.532784,12.976722,77.48426,13.123414,77.488119,8.07,17.17,16.29,34.34,1.14,283.08,balanced,1297,7748,1297_7748
TRIP_008465,2024-03-15 01:26:00,1,4,False,VEH_0364,SUV,13.016911,77.62594,12.895495,77.639008,13.032451,77.70042,13.55,20.37,16.59,33.22,1.05,599.55,fast,1289,7763,1289_7763
TRIP_008466,2024-02-08 11:45:00,11,3,False,VEH_0610,SUV,12.931851,77.692644,13.116682,77.482074,13.031898,77.529609,30.66,83.31,10.72,28.39,1.09,435.47,cheap,1311,7748,1311_7748
TRIP_008467,2024-04-27 09:36:00,9,5,True,VEH_1298,Mini,12.966428,77.725371,13.146549,77.713878,12.887655,77.505953,20.03,57.98,36.48,103.53,1.54,904.23,fast,1314,7771,1314_7771
TRIP_008468,2024-05-05 21:42:00,21,6,True,VEH_0024,SUV,12.970349,77.469857,12.850823,77.644827,12.882999,77.727563,23.11,52.33,9.64,21.86,1.47,542.62,balanced,1285,7764,1285_7764
TRIP_008469,2024-06-17 20:04:00,20,0,False,VEH_2461,Sedan,12.976618,77.508622,12.960438,77.550885,13.124661,77.593537,4.91,19.28,18.8,65.12,1.34,719.41,balanced,1296,7755,1296_7755
TRIP_008470,2024-04-02 10:51:00,10,1,False,VEH_1469,Auto,13.14238,77.664405,13.078776,77.512769,12.85679,77.620998,17.85,80.76,27.28,124.6,1.97,1031.57,cheap,1307,7751,1307_7751
TRIP_008471,2024-01-09 10:32:00,10,1,False,VEH_2782,Sedan,12.963683,77.739205,13.029113,77.560256,12.955245,77.473137,20.67,101.79,12.49,60.38,1.57,643.75,balanced,1302,7756,1302_7756
TRIP_008472,2024-03-12 19:47:00,19,1,False,VEH_0921,Auto,13.001628,77.641165,12.912707,77.607095,12.907774,77.660968,10.54,42.95,5.85,20.25,1.48,189.11,fast,1291,7760,1291_7760
TRIP_008473,2024-03-31 08:30:00,8,6,True,VEH_2661,Sedan,12.90119,77.562395,12.883807,77.552941,12.940684,77.58192,2.18,8.77,7.05,21.27,1.62,382.11,cheap,1288,7755,1288_7755
TRIP_008474,2024-01-09 18:01:00,18,1,False,VEH_2637,Auto,13.141148,77.561943,13.06302,77.453696,13.049552,77.510207,14.56,58.29,6.29,21.67,1.93,264.19,fast,1306,7745,1306_7745
TRIP_008475,2024-05-18 14:11:00,14,5,True,VEH_0732,Sedan,13.063933,77.474611,13.016471,77.501957,12.879236,77.536339,6.04,12.17,15.68,27.54,1.05,409.46,fast,1301,7750,1301_7750
TRIP_008476,2024-04-23 13:05:00,13,1,False,VEH_1078,Sedan,12.906508,77.605188,12.8831,77.599955,13.058737,77.48472,2.66,5.9,23.14,56.86,1.08,612.67,fast,1288,7759,1288_7759
TRIP_008477,2024-04-30 03:51:00,3,1,False,VEH_0031,Mini,13.087624,77.576648,13.139939,77.58782,13.018612,77.492579,5.93,11.98,16.95,28.68,1.16,332.98,fast,1313,7758,1313_7758
TRIP_008478,2024-03-27 17:31:00,17,2,False,VEH_2311,Auto,13.116274,77.637308,12.948081,77.544328,13.147425,77.475531,21.2,79.23,23.35,114.0,1.33,616.97,cheap,1294,7754,1294_7754
TRIP_008479,2024-03-17 22:27:00,22,6,True,VEH_1513,Auto,12.880368,77.519305,12.991646,77.722843,13.006202,77.609227,25.25,42.64,12.39,17.64,1.14,243.44,cheap,1299,7772,1299_7772
TRIP_008480,2024-04-17 05:04:00,5,2,False,VEH_0636,Auto,12.98704,77.467321,12.914155,77.635382,13.149623,77.51084,19.9,40.59,29.41,50.6,1.16,537.82,fast,1291,7763,1291_7763
TRIP_008481,2024-03-29 13:14:00,13,4,False,VEH_0917,Sedan,12.997609,77.467969,12.964163,77.512509,12.926936,77.661921,6.08,14.19,16.68,34.19,1.05,441.74,cheap,1296,7751,1296_7751
TRIP_008482,2024-03-03 13:56:00,13,6,True,VEH_0838,Auto,12.951327,77.62338,12.98608,77.500741,12.880571,77.510623,13.82,24.18,11.76,24.55,1.01,194.84,cheap,1298,7750,1298_7750
TRIP_008483,2024-02-18 20:57:00,20,6,True,VEH_2108,SUV,13.097113,77.643813,12.914427,77.630423,12.998154,77.501749,20.33,65.38,16.74,69.72,1.94,1207.59,balanced,1291,7763,1291_7763
TRIP_008484,2024-03-01 16:36:00,16,4,False,VEH_0658,Mini,12.920302,77.515181,12.941372,77.456792,12.992643,77.570355,6.74,20.15,13.54,31.9,1.02,251.6,cheap,1294,7745,1294_7745
TRIP_008485,2024-02-09 13:57:00,13,4,False,VEH_1573,SUV,12.966594,77.531393,12.853754,77.701666,13.016098,77.660547,22.27,57.15,18.56,41.19,1.12,704.87,fast,1285,7770,1285_7770
TRIP_008486,2024-01-28 16:27:00,16,6,True,VEH_1099,Sedan,12.892967,77.708718,13.087026,77.677588,12.971155,77.596224,21.8,47.38,15.58,29.56,1.02,377.55,balanced,1308,7767,1308_7767
TRIP_008487,2024-05-23 10:50:00,10,3,False,VEH_1791,Auto,12.928788,77.609133,13.037095,77.705602,12.98754,77.706917,15.92,71.68,5.5,24.92,1.56,198.02,balanced,1303,7770,1303_7770
TRIP_008488,2024-02-26 05:44:00,5,0,False,VEH_0655,Mini,12.9222,77.470187,12.971773,77.615351,12.970608,77.486455,16.64,27.69,13.94,20.58,1.06,225.16,cheap,1297,7761,1297_7761
TRIP_008489,2024-01-06 12:46:00,12,5,True,VEH_1412,SUV,12.984956,77.550397,13.085749,77.452885,13.105421,77.611256,15.38,35.27,17.26,31.86,1.03,568.55,fast,1308,7745,1308_7745
TRIP_008490,2024-04-28 15:18:00,15,6,True,VEH_2342,SUV,12.862085,77.495991,12.949439,77.546329,13.001415,77.685568,11.12,21.5,16.13,33.43,1.0,562.05,balanced,1294,7754,1294_7754
TRIP_008491,2024-06-16 06:22:00,6,6,True,VEH_0116,SUV,13.131771,77.484603,12.980429,77.731704,12.925593,77.515306,31.55,40.77,24.18,29.05,1.15,755.81,cheap,1298,7773,1298_7773
TRIP_008492,2024-04-18 18:45:00,18,3,False,VEH_1239,Auto,13.004293,77.602621,13.031934,77.729141,12.877969,77.701905,14.02,59.19,17.34,60.03,1.99,640.26,fast,1303,7772,1303_7772
TRIP_008493,2024-06-26 02:31:00,2,2,False,VEH_2159,Sedan,13.133427,77.715302,13.13583,77.494367,12.97375,77.563169,23.88,39.15,19.47,34.88,1.06,470.02,cheap,1313,7749,1313_7749
TRIP_008494,2024-01-16 10:40:00,10,1,False,VEH_2234,SUV,12.878345,77.648257,12.975936,77.697182,12.883466,77.632126,12.06,48.19,12.44,42.34,1.23,625.61,fast,1297,7769,1297_7769
TRIP_008495,2024-04-03 04:59:00,4,2,False,VEH_0966,SUV,12.90283,77.627756,12.916408,77.702887,13.063772,77.638999,8.27,13.53,17.76,25.65,1.15,598.57,cheap,1291,7770,1291_7770
TRIP_008496,2024-04-08 22:16:00,22,0,False,VEH_1717,Mini,12.996252,77.46961,12.909602,77.734537,12.995157,77.647201,30.22,43.66,13.4,22.67,1.03,238.63,cheap,1290,7773,1290_7773
TRIP_008497,2024-02-16 05:49:00,5,4,False,VEH_2876,SUV,12.907512,77.615149,13.031392,77.47005,13.071408,77.484075,20.87,31.3,4.69,7.25,1.14,282.04,cheap,1303,7747,1303_7747
TRIP_008498,2024-02-04 11:09:00,11,6,True,VEH_1001,Auto,12.951385,77.745583,12.859438,77.530101,12.907642,77.535693,25.45,56.01,5.38,9.55,1.13,120.69,balanced,1285,7753,1285_7753
TRIP_008499,2024-05-14 08:08:00,8,1,False,VEH_2407,Sedan,12.887429,77.561144,13.103833,77.557306,13.135345,77.583492,24.02,93.05,4.5,17.38,1.8,360.56,cheap,1310,7755,1310_7755
TRIP_008500,2024-05-17 17:01:00,17,4,False,VEH_2000,SUV,13.013114,77.711733,13.104634,77.556539,13.015486,77.552865,19.62,97.81,9.9,36.36,1.93,792.9,balanced,1310,7755,1310_7755
TRIP_008501,2024-04-07 10:07:00,10,6,True,VEH_1210,Sedan,13.072724,77.618381,13.013017,77.455777,12.887733,77.651674,18.79,68.39,25.34,71.07,1.99,1295.2,cheap,1301,7745,1301_7745
TRIP_008502,2024-05-12 17:53:00,17,6,True,VEH_0759,Mini,12.981536,77.537399,12.985003,77.584308,13.139292,77.748788,5.09,16.38,24.69,78.49,1.25,530.85,cheap,1298,7758,1298_7758
TRIP_008503,2024-02-24 04:23:00,4,5,True,VEH_2248,Sedan,13.091392,77.476291,13.132154,77.472548,13.100105,77.451521,4.54,5.44,4.22,7.11,1.12,172.66,fast,1313,7747,1313_7747
TRIP_008504,2024-03-15 19:40:00,19,4,False,VEH_1461,Sedan,13.068132,77.519843,12.908099,77.588959,12.867945,77.557276,19.27,78.04,5.62,19.16,1.85,392.9,balanced,1290,7758,1290_7758
TRIP_008505,2024-06-10 18:45:00,18,0,False,VEH_0938,Sedan,12.878418,77.480572,12.927309,77.470672,12.99825,77.727871,5.53,18.82,28.92,96.91,1.54,1133.47,balanced,1292,7747,1292_7747
TRIP_008506,2024-01-26 21:00:00,21,4,False,VEH_2981,Mini,12.858415,77.534662,13.139656,77.486416,12.898969,77.476523,31.65,81.92,26.74,74.22,1.18,546.98,fast,1313,7748,1313_7748
TRIP_008507,2024-06-03 03:35:00,3,0,False,VEH_1740,Auto,13.147087,77.624818,13.093669,77.618001,13.138619,77.588131,5.98,11.27,5.94,9.2,1.1,118.01,balanced,1309,7761,1309_7761
TRIP_008508,2024-04-25 20:38:00,20,3,False,VEH_1789,Sedan,12.94041,77.673845,13.143893,77.702239,13.121305,77.705633,22.79,78.02,2.53,10.87,1.38,183.11,balanced,1314,7770,1314_7770
TRIP_008509,2024-05-16 02:20:00,2,3,False,VEH_1564,SUV,12.952981,77.691284,13.095276,77.630698,13.040159,77.512341,17.1,35.77,14.18,22.87,1.04,471.85,fast,1309,7763,1309_7763
TRIP_008510,2024-04-28 09:41:00,9,6,True,VEH_1544,Sedan,12.948049,77.659331,12.973775,77.512456,13.131167,77.721423,16.14,47.46,28.57,110.24,1.24,903.67,balanced,1297,7751,1297_7751
TRIP_008511,2024-03-03 18:02:00,18,6,True,VEH_2318,SUV,13.117096,77.61198,12.962044,77.53029,12.950359,77.453724,19.34,65.7,8.38,27.13,1.9,695.95,balanced,1296,7753,1296_7753
TRIP_008512,2024-02-23 01:20:00,1,4,False,VEH_1605,Sedan,12.997434,77.491254,13.025222,77.633292,12.957976,77.626982,15.67,24.29,7.5,15.55,1.02,221.37,balanced,1302,7763,1302_7763
TRIP_008513,2024-04-12 21:37:00,21,4,False,VEH_1126,Mini,13.099196,77.481474,13.013759,77.496055,13.068743,77.69675,9.61,24.43,22.55,62.58,1.0,356.96,cheap,1301,7749,1301_7749
TRIP_008514,2024-05-06 16:02:00,16,0,False,VEH_2262,Mini,12.976601,77.544755,12.875985,77.552667,12.87515,77.666151,11.2,23.11,12.28,27.73,1.02,211.11,balanced,1287,7755,1287_7755
TRIP_008515,2024-03-11 16:42:00,16,0,False,VEH_2205,Mini,13.053073,77.71621,13.136282,77.51008,13.002202,77.487272,24.13,52.93,15.09,30.41,1.18,298.06,balanced,1313,7751,1313_7751
TRIP_008516,2024-01-21 01:32:00,1,6,True,VEH_0532,Mini,13.102759,77.619085,12.934864,77.577656,13.118412,77.649367,19.17,29.33,21.8,26.74,1.11,370.25,cheap,1293,7757,1293_7757
TRIP_008517,2024-01-05 17:18:00,17,4,False,VEH_1305,Mini,12.996058,77.594633,13.135289,77.553403,13.053744,77.638621,16.09,73.7,12.91,59.34,1.79,517.53,fast,1313,7755,1313_7755
TRIP_008518,2024-03-23 08:05:00,8,5,True,VEH_1772,Mini,13.068092,77.619112,13.061784,77.749756,12.874597,77.689867,14.14,42.35,21.76,76.54,1.45,540.55,cheap,1306,7774,1306_7774
TRIP_008519,2024-04-12 03:35:00,3,4,False,VEH_2408,Mini,12.983373,77.516456,13.106592,77.492738,12.942418,77.615544,13.92,20.69,22.55,43.9,1.18,416.19,balanced,1310,7749,1310_7749
TRIP_008520,2024-05-08 11:07:00,11,2,False,VEH_0546,Sedan,12.924481,77.709592,12.868103,77.477176,12.99073,77.486956,25.91,63.9,13.65,38.25,1.08,388.82,balanced,1286,7747,1286_7747
TRIP_008521,2024-04-30 19:12:00,19,1,False,VEH_2463,Auto,12.952466,77.650358,12.999898,77.734964,13.070391,77.61625,10.56,42.62,15.04,54.95,1.72,458.08,fast,1299,7773,1299_7773
TRIP_008522,2024-06-24 00:32:00,0,0,False,VEH_1132,Mini,12.949181,77.450821,12.932922,77.717547,13.028954,77.710788,28.91,52.08,10.68,18.83,1.12,198.51,fast,1293,7771,1293_7771
TRIP_008523,2024-03-19 00:36:00,0,1,False,VEH_2367,SUV,13.107895,77.545215,12.964188,77.563017,12.905013,77.524869,16.07,23.37,7.76,15.63,1.15,366.82,cheap,1296,7756,1296_7756
TRIP_008524,2024-03-25 03:45:00,3,0,False,VEH_0790,Mini,12.959738,77.509122,13.067313,77.507847,13.031041,77.472415,11.94,17.74,5.56,8.66,1.09,134.88,balanced,1306,7750,1306_7750
TRIP_008525,2024-04-16 22:00:00,22,1,False,VEH_0132,SUV,13.047655,77.535136,12.851991,77.512479,12.874189,77.578005,21.86,37.54,7.51,11.62,1.19,345.08,fast,1285,7751,1285_7751
TRIP_008526,2024-03-05 18:22:00,18,1,False,VEH_1407,Auto,12.991896,77.452923,12.941196,77.474802,13.019845,77.693596,6.1,27.73,25.23,99.98,1.89,794.82,balanced,1294,7747,1294_7747
TRIP_008527,2024-06-23 01:16:00,1,6,True,VEH_1669,Mini,13.067319,77.634798,12.892182,77.47946,13.06427,77.731395,25.69,45.4,33.29,48.33,1.18,577.26,balanced,1289,7747,1289_7747
TRIP_008528,2024-02-25 13:05:00,13,6,True,VEH_0074,Sedan,12.86715,77.625253,12.896444,77.604861,12.886116,77.49196,3.93,7.43,12.27,23.36,1.1,329.02,cheap,1289,7760,1289_7760
TRIP_008529,2024-06-23 00:18:00,0,6,True,VEH_0921,Auto,13.001628,77.641165,13.109005,77.662716,13.135878,77.593796,12.14,17.64,8.03,13.06,1.13,157.81,fast,1310,7766,1310_7766
TRIP_008530,2024-01-02 11:16:00,11,1,False,VEH_2037,Auto,13.030117,77.543602,12.866418,77.720394,12.961677,77.511447,26.38,70.45,24.96,51.47,1.05,421.47,cheap,1286,7772,1286_7772
TRIP_008531,2024-02-19 16:49:00,16,0,False,VEH_1708,Sedan,13.034895,77.543732,13.133059,77.678695,12.88565,77.624825,18.21,42.34,28.07,72.57,1.08,743.64,balanced,1313,7767,1313_7767
TRIP_008532,2024-01-15 14:18:00,14,0,False,VEH_1660,Sedan,13.092394,77.715099,13.091328,77.470226,13.039472,77.636081,26.47,66.19,18.83,48.49,1.13,512.01,cheap,1309,7747,1309_7747
TRIP_008533,2024-04-28 18:36:00,18,6,True,VEH_1060,SUV,12.903275,77.711144,13.012242,77.735597,13.077849,77.538637,12.38,42.57,22.51,89.3,1.34,1171.04,fast,1301,7773,1301_7773
TRIP_008534,2024-03-28 02:27:00,2,3,False,VEH_0766,Mini,13.06049,77.693689,12.87859,77.573277,12.876412,77.642185,24.02,38.17,7.46,15.52,1.08,160.73,cheap,1287,7757,1287_7757
TRIP_008535,2024-01-13 08:33:00,8,5,True,VEH_2684,Auto,12.960529,77.635506,12.887978,77.686855,12.891596,77.564604,9.78,27.34,13.23,41.83,1.67,420.95,balanced,1288,7768,1288_7768
